date,fitbit,moves,comibined,activecat,year,month,day
11/25/12,12661,,12661,5,2012,11,7
11/26/12,24393,,24393,5,2012,11,1
11/27/12,5237,,5237,2,2012,11,2
11/28/12,12619,,12619,5,2012,11,3
11/29/12,6725,,6725,2,2012,11,4
11/30/12,4646,,4646,1,2012,11,5
12/1/12,6612,,6612,2,2012,12,6
12/2/12,17116,,17116,5,2012,12,7
12/3/12,13777,,13777,5,2012,12,1
12/4/12,20667,,20667,5,2012,12,2
12/5/12,6775,,6775,2,2012,12,3
12/6/12,8593,,8593,3,2012,12,4
12/7/12,1752,,1752,1,2012,12,5
12/8/12,7528,,7528,3,2012,12,6
12/9/12,6792,,6792,2,2012,12,7
12/10/12,5658,,5658,2,2012,12,1
12/11/12,9131,,9131,3,2012,12,2
12/12/12,13546,,13546,5,2012,12,3
12/13/12,5732,,5732,2,2012,12,4
12/14/12,5481,,5481,2,2012,12,5
12/15/12,7171,,7171,2,2012,12,6
12/16/12,4727,,4727,1,2012,12,7
12/17/12,7799,,7799,3,2012,12,1
12/18/12,8376,,8376,3,2012,12,2
12/19/12,5771,,5771,2,2012,12,3
12/20/12,6020,,6020,2,2012,12,4
12/21/12,8607,,8607,3,2012,12,5
12/22/12,7631,,7631,3,2012,12,6
12/23/12,7767,,7767,3,2012,12,7
12/24/12,4050,,4050,1,2012,12,1
12/25/12,3516,,3516,1,2012,12,2
12/26/12,4758,,4758,1,2012,12,3
12/27/12,3753,,3753,1,2012,12,4
12/28/12,10491,,10491,4,2012,12,5
12/29/12,4504,,4504,1,2012,12,6
12/30/12,5214,,5214,2,2012,12,7
12/31/12,17137,,17137,5,2012,12,1
1/1/13,5336,,5336,2,2013,1,2
1/2/13,11109,,11109,4,2013,1,3
1/3/13,6956,,6956,2,2013,1,4
1/4/13,6458,,6458,2,2013,1,5
1/5/13,14179,,14179,5,2013,1,6
1/6/13,5347,,5347,2,2013,1,7
1/7/13,7090,,7090,2,2013,1,1
1/8/13,7741,,7741,3,2013,1,2
1/9/13,13847,,13847,5,2013,1,3
1/10/13,5063,,5063,2,2013,1,4
1/11/13,11487,,11487,4,2013,1,5
1/12/13,2701,,2701,1,2013,1,6
1/13/13,19839,,19839,5,2013,1,7
1/14/13,11171,,11171,4,2013,1,1
1/15/13,6770,,6770,2,2013,1,2
1/16/13,11992,,11992,4,2013,1,3
1/17/13,7347,,7347,2,2013,1,4
1/18/13,4821,,4821,1,2013,1,5
1/19/13,17576,,17576,5,2013,1,6
1/20/13,12584,,12584,5,2013,1,7
1/21/13,5052,,5052,2,2013,1,1
1/22/13,4810,,4810,1,2013,1,2
1/23/13,7417,,7417,2,2013,1,3
1/24/13,2870,,2870,1,2013,1,4
1/25/13,9653,,9653,3,2013,1,5
1/26/13,16530,,16530,5,2013,1,6
1/27/13,10990,,10990,4,2013,1,7
1/28/13,6213,,6213,2,2013,1,1
1/29/13,3811,,3811,1,2013,1,2
1/30/13,12736,,12736,5,2013,1,3
1/31/13,6658,,6658,2,2013,1,4
2/1/13,12712,,12712,5,2013,2,5
2/2/13,1942,,1942,1,2013,2,6
2/3/13,16808,,16808,5,2013,2,7
2/4/13,10028,,10028,4,2013,2,1
2/5/13,10384,,10384,4,2013,2,2
2/6/13,6604,,6604,2,2013,2,3
2/7/13,9943,,9943,3,2013,2,4
2/8/13,13802,,13802,5,2013,2,5
2/9/13,14473,,14473,5,2013,2,6
2/10/13,18794,,18794,5,2013,2,7
2/11/13,4289,,4289,1,2013,2,1
2/12/13,7670,,7670,3,2013,2,2
2/13/13,4865,,4865,1,2013,2,3
2/14/13,4833,,4833,1,2013,2,4
2/15/13,5877,,5877,2,2013,2,5
2/16/13,13114,,13114,5,2013,2,6
2/17/13,7948,,7948,3,2013,2,7
2/18/13,6723,,6723,2,2013,2,1
2/19/13,3920,,3920,1,2013,2,2
2/20/13,8085,,8085,3,2013,2,3
2/21/13,8338,,8338,3,2013,2,4
2/22/13,5819,,5819,2,2013,2,5
2/23/13,2482,,2482,1,2013,2,6
2/24/13,4942,,4942,1,2013,2,7
2/25/13,6106,,6106,2,2013,2,1
2/26/13,11855,,11855,4,2013,2,2
2/27/13,7399,,7399,2,2013,2,3
2/28/13,4665,,4665,1,2013,2,4
3/1/13,5948,,5948,2,2013,3,5
3/2/13,7089,,7089,2,2013,3,6
3/3/13,5545,,5545,2,2013,3,7
3/4/13,4671,,4671,1,2013,3,1
3/5/13,5654,,5654,2,2013,3,2
3/6/13,11353,,11353,4,2013,3,3
3/7/13,5733,,5733,2,2013,3,4
3/8/13,4957,,4957,1,2013,3,5
3/9/13,9707,,9707,3,2013,3,6
3/10/13,27461,,27461,5,2013,3,7
3/11/13,7350,,7350,2,2013,3,1
3/12/13,6285,,6285,2,2013,3,2
3/13/13,6111,,6111,2,2013,3,3
3/14/13,6879,,6879,2,2013,3,4
3/15/13,8375,,8375,3,2013,3,5
3/16/13,8083,,8083,3,2013,3,6
3/17/13,8861,,8861,3,2013,3,7
3/18/13,7419,,7419,2,2013,3,1
3/19/13,10506,,10506,4,2013,3,2
3/20/13,7688,,7688,3,2013,3,3
3/21/13,15940,,15940,5,2013,3,4
3/22/13,13787,,13787,5,2013,3,5
3/23/13,8417,,8417,3,2013,3,6
3/24/13,2327,,2327,1,2013,3,7
3/25/13,5072,,5072,2,2013,3,1
3/26/13,10583,,10583,4,2013,3,2
3/27/13,8878,,8878,3,2013,3,3
3/28/13,1434,,1434,1,2013,3,4
3/29/13,7037,,7037,2,2013,3,5
3/30/13,11773,,11773,4,2013,3,6
3/31/13,4360,,4360,1,2013,3,7
4/1/13,9498,,9498,3,2013,4,1
4/2/13,10194,,10194,4,2013,4,2
4/3/13,3124,,3124,1,2013,4,3
4/4/13,4074,,4074,1,2013,4,4
4/5/13,8385,,8385,3,2013,4,5
4/6/13,4312,,4312,1,2013,4,6
4/7/13,6880,,6880,2,2013,4,7
4/8/13,6824,,6824,2,2013,4,1
4/9/13,8003,,8003,3,2013,4,2
4/10/13,7491,,7491,2,2013,4,3
4/11/13,4343,,4343,1,2013,4,4
4/12/13,8407,,8407,3,2013,4,5
4/13/13,13023,,13023,5,2013,4,6
4/14/13,10101,,10101,4,2013,4,7
4/15/13,10677,,10677,4,2013,4,1
4/16/13,10910,,10910,4,2013,4,2
4/17/13,10061,,10061,4,2013,4,3
4/18/13,6572,,6572,2,2013,4,4
4/19/13,2893,,2893,1,2013,4,5
4/20/13,9493,,9493,3,2013,4,6
4/21/13,5502,,5502,2,2013,4,7
4/22/13,6465,,6465,2,2013,4,1
4/23/13,5037,,5037,2,2013,4,2
4/24/13,3128,,3128,1,2013,4,3
4/25/13,8538,,8538,3,2013,4,4
4/26/13,3529,,3529,1,2013,4,5
4/27/13,7235,,7235,2,2013,4,6
4/28/13,3333,,3333,1,2013,4,7
4/29/13,3631,,3631,1,2013,4,1
4/30/13,7079,,7079,2,2013,4,2
5/1/13,8113,,8113,3,2013,5,3
5/2/13,6655,,6655,2,2013,5,4
5/3/13,13910,,13910,5,2013,5,5
5/4/13,13977,,13977,5,2013,5,6
5/5/13,7240,,7240,2,2013,5,7
5/6/13,2625,,2625,1,2013,5,1
5/7/13,6653,,6653,2,2013,5,2
5/8/13,5690,,5690,2,2013,5,3
5/9/13,11974,,11974,4,2013,5,4
5/10/13,9366,,9366,3,2013,5,5
5/11/13,8718,,8718,3,2013,5,6
5/12/13,11274,,11274,4,2013,5,7
5/13/13,12779,,12779,5,2013,5,1
5/14/13,8574,,8574,3,2013,5,2
5/15/13,10465,4827,10465,4,2013,5,3
5/16/13,9784,7373,9784,3,2013,5,4
5/17/13,399,30,399,1,2013,5,5
5/18/13,1834,855,1834,1,2013,5,6
5/19/13,5647,1890,5647,2,2013,5,7
5/20/13,7440,5155,7440,2,2013,5,1
5/21/13,12457,4272,12457,4,2013,5,2
5/22/13,8932,7125,8932,3,2013,5,3
5/23/13,11364,9820,11364,4,2013,5,4
5/24/13,10135,2977,10135,4,2013,5,5
5/25/13,11601,12491,11601,4,2013,5,6
5/26/13,,10286,10286,4,2013,5,7
5/27/13,,5817,5817,2,2013,5,1
5/28/13,,6431,6431,2,2013,5,2
5/29/13,,8329,8329,3,2013,5,3
5/30/13,,8091,8091,3,2013,5,4
5/31/13,,5486,5486,2,2013,5,5
6/1/13,,6519,6519,2,2013,6,6
6/2/13,,5854,5854,2,2013,6,7
6/3/13,,5716,5716,2,2013,6,1
6/4/13,,2551,2551,1,2013,6,2
6/5/13,,2596,2596,1,2013,6,3
6/6/13,,3686,3686,1,2013,6,4
6/7/13,,8005,8005,3,2013,6,5
6/8/13,,18354,18354,5,2013,6,6
6/9/13,,6458,6458,2,2013,6,7
6/10/13,,9294,9294,3,2013,6,1
6/11/13,,5041,5041,2,2013,6,2
6/12/13,,3406,3406,1,2013,6,3
6/13/13,,4409,4409,1,2013,6,4
6/14/13,,1227,1227,1,2013,6,5
6/15/13,,2291,2291,1,2013,6,6
6/16/13,,4108,4108,1,2013,6,7
6/17/13,,8920,8920,3,2013,6,1
6/18/13,,5578,5578,2,2013,6,2
6/19/13,,13839,13839,5,2013,6,3
6/20/13,,8839,8839,3,2013,6,4
6/21/13,,7244,7244,2,2013,6,5
6/22/13,,14525,14525,5,2013,6,6
6/23/13,,6489,6489,2,2013,6,7
6/24/13,,7185,7185,2,2013,6,1
6/25/13,,4014,4014,1,2013,6,2
6/26/13,,6967,6967,2,2013,6,3
6/27/13,,7516,7516,3,2013,6,4
6/28/13,,6384,6384,2,2013,6,5
6/29/13,,9814,9814,3,2013,6,6
6/30/13,,11568,11568,4,2013,6,7
7/1/13,,8589,8589,3,2013,7,1
7/2/13,,7931,7931,3,2013,7,2
7/3/13,,7111,7111,2,2013,7,3
7/4/13,,8816,8816,3,2013,7,4
7/5/13,,3372,3372,1,2013,7,5
7/6/13,,15882,15882,5,2013,7,6
7/7/13,,3331,3331,1,2013,7,7
7/8/13,,13495,13495,5,2013,7,1
7/9/13,,2755,2755,1,2013,7,2
7/10/13,,13936,13936,5,2013,7,3
7/11/13,,7190,7190,2,2013,7,4
7/12/13,,12248,12248,4,2013,7,5
7/13/13,,8042,8042,3,2013,7,6
7/14/13,,2555,2555,1,2013,7,7
7/15/13,,10443,10443,4,2013,7,1
7/16/13,,8122,8122,3,2013,7,2
7/17/13,,8183,8183,3,2013,7,3
7/18/13,,10492,10492,4,2013,7,4
7/19/13,,6805,6805,2,2013,7,5
7/20/13,,7843,7843,3,2013,7,6
7/21/13,,131,131,1,2013,7,7
7/22/13,,12636,12636,5,2013,7,1
7/23/13,,2403,2403,1,2013,7,2
7/24/13,,1121,1121,1,2013,7,3
7/25/13,,5792,5792,2,2013,7,4
7/26/13,,21682,21682,5,2013,7,5
7/27/13,,3163,3163,1,2013,7,6
7/28/13,,9063,9063,3,2013,7,7
7/29/13,,3811,3811,1,2013,7,1
7/30/13,,2985,2985,1,2013,7,2
7/31/13,,4044,4044,1,2013,7,3
8/1/13,,7409,7409,2,2013,8,4
8/2/13,,2753,2753,1,2013,8,5
8/3/13,,15069,15069,5,2013,8,6
8/4/13,,10668,10668,4,2013,8,7
8/5/13,,5791,5791,2,2013,8,1
8/6/13,,6470,6470,2,2013,8,2
8/7/13,,8670,8670,3,2013,8,3
8/8/13,,8587,8587,3,2013,8,4
8/9/13,,2883,2883,1,2013,8,5
8/10/13,,8562,8562,3,2013,8,6
8/11/13,,6897,6897,2,2013,8,7
8/12/13,,15780,15780,5,2013,8,1
8/13/13,,4891,4891,1,2013,8,2
8/14/13,,7690,7690,3,2013,8,3
8/15/13,,15427,15427,5,2013,8,4
8/16/13,,9413,9413,3,2013,8,5
8/17/13,,5809,5809,2,2013,8,6
8/18/13,,15611,15611,5,2013,8,7
8/19/13,,21439,21439,5,2013,8,1
8/20/13,,8522,8522,3,2013,8,2
8/21/13,,14756,14756,5,2013,8,3
8/22/13,,,,0,2013,8,4
8/23/13,,6829,6829,2,2013,8,5
8/24/13,,3388,3388,1,2013,8,6
8/25/13,,7186,7186,2,2013,8,7
8/26/13,,7640,7640,3,2013,8,1
8/27/13,,1114,1114,1,2013,8,2
8/28/13,,6980,6980,2,2013,8,3
8/29/13,,4538,4538,1,2013,8,4
8/30/13,,8006,8006,3,2013,8,5
8/31/13,,7515,7515,3,2013,8,6
9/1/13,,2617,2617,1,2013,9,7
9/2/13,,15052,15052,5,2013,9,1
9/3/13,,5655,5655,2,2013,9,2
9/4/13,,223,223,1,2013,9,3
9/5/13,,4354,4354,1,2013,9,4
9/6/13,,2234,2234,1,2013,9,5
9/7/13,,6147,6147,2,2013,9,6
9/8/13,,2650,2650,1,2013,9,7
9/9/13,,15053,15053,5,2013,9,1
9/10/13,,7211,7211,2,2013,9,2
9/11/13,,5441,5441,2,2013,9,3
9/12/13,,10834,10834,4,2013,9,4
9/13/13,,12011,12011,4,2013,9,5
9/14/13,,11089,11089,4,2013,9,6
9/15/13,,4352,4352,1,2013,9,7
9/16/13,,22243,22243,5,2013,9,1
9/17/13,,2595,2595,1,2013,9,2
9/18/13,,8954,8954,3,2013,9,3
9/19/13,,1634,1634,1,2013,9,4
9/20/13,,15425,15425,5,2013,9,5
9/21/13,,2735,2735,1,2013,9,6
9/22/13,,682,682,1,2013,9,7
9/23/13,,8661,8661,3,2013,9,1
9/24/13,,1500,1500,1,2013,9,2
9/25/13,,7332,7332,2,2013,9,3
9/26/13,,4852,4852,1,2013,9,4
9/27/13,,8604,8604,3,2013,9,5
9/28/13,,4140,4140,1,2013,9,6
9/29/13,,13405,13405,5,2013,9,7
9/30/13,,3315,3315,1,2013,9,1
10/1/13,,2765,2765,1,2013,10,2
10/2/13,,2399,2399,1,2013,10,3
10/3/13,,7702,7702,3,2013,10,4
10/4/13,,4316,4316,1,2013,10,5
10/5/13,,4156,4156,1,2013,10,6
10/6/13,,4081,4081,1,2013,10,7
10/7/13,,4390,4390,1,2013,10,1
10/8/13,,2185,2185,1,2013,10,2
10/9/13,,6399,6399,2,2013,10,3
10/10/13,,9035,9035,3,2013,10,4
10/11/13,,5629,5629,2,2013,10,5
10/12/13,,5012,5012,2,2013,10,6
10/13/13,,7996,7996,3,2013,10,7
10/14/13,,10572,10572,4,2013,10,1
10/15/13,,11902,11902,4,2013,10,2
10/16/13,,6432,6432,2,2013,10,3
10/17/13,,2822,2822,1,2013,10,4
10/18/13,,2370,2370,1,2013,10,5
10/19/13,,8814,8814,3,2013,10,6
10/20/13,,4250,4250,1,2013,10,7
10/21/13,,4180,4180,1,2013,10,1
10/22/13,,3233,3233,1,2013,10,2
10/23/13,,610,610,1,2013,10,3
10/24/13,,4905,4905,1,2013,10,4
10/25/13,,5128,5128,2,2013,10,5
10/26/13,,7542,7542,3,2013,10,6
10/27/13,,3076,3076,1,2013,10,7
10/28/13,,2404,2404,1,2013,10,1
10/29/13,,2486,2486,1,2013,10,2
10/30/13,,1643,1643,1,2013,10,3
10/31/13,,2450,2450,1,2013,10,4
11/1/13,,5404,5404,2,2013,11,5
11/2/13,,8368,8368,3,2013,11,6
11/3/13,,9221,9221,3,2013,11,7
11/4/13,,4394,4394,1,2013,11,1
11/5/13,,2576,2576,1,2013,11,2
11/6/13,,8160,8160,3,2013,11,3
11/7/13,,3405,3405,1,2013,11,4
11/8/13,,1549,1549,1,2013,11,5
11/9/13,,4096,4096,1,2013,11,6
11/10/13,,7914,7914,3,2013,11,7
11/11/13,,9368,9368,3,2013,11,1
11/12/13,,8236,8236,3,2013,11,2
11/13/13,,9068,9068,3,2013,11,3
11/14/13,,8520,8520,3,2013,11,4
11/15/13,,3486,3486,1,2013,11,5
11/16/13,,14400,14400,5,2013,11,6
11/17/13,,9705,9705,3,2013,11,7
11/18/13,,8921,8921,3,2013,11,1
11/19/13,,10607,10607,4,2013,11,2
11/20/13,,1791,1791,1,2013,11,3
11/21/13,,9342,9342,3,2013,11,4
11/22/13,,7279,7279,2,2013,11,5
11/23/13,,27157,27157,5,2013,11,6
11/24/13,,13781,13781,5,2013,11,7
11/25/13,,6668,6668,2,2013,11,1
11/26/13,,1760,1760,1,2013,11,2
11/27/13,,1721,1721,1,2013,11,3
11/28/13,,3408,3408,1,2013,11,4
11/29/13,,4096,4096,1,2013,11,5
11/30/13,,11186,11186,4,2013,11,6
12/1/13,,9949,9949,3,2013,12,7
12/2/13,,9025,9025,3,2013,12,1
12/3/13,,11030,11030,4,2013,12,2
12/4/13,,1880,1880,1,2013,12,3
12/5/13,,10457,10457,4,2013,12,4
12/6/13,,6416,6416,2,2013,12,5
12/7/13,,6329,6329,2,2013,12,6
12/8/13,,12725,12725,5,2013,12,7
12/9/13,,9389,9389,3,2013,12,1
12/10/13,,3328,3328,1,2013,12,2
12/11/13,,6520,6520,2,2013,12,3
12/12/13,,13382,13382,5,2013,12,4
12/13/13,,1945,1945,1,2013,12,5
12/14/13,,11964,11964,4,2013,12,6
12/15/13,,17032,17032,5,2013,12,7
12/16/13,,1936,1936,1,2013,12,1
12/17/13,,4192,4192,1,2013,12,2
12/18/13,,8077,8077,3,2013,12,3
12/19/13,,3488,3488,1,2013,12,4
12/20/13,,13515,13515,5,2013,12,5
12/21/13,,15859,15859,5,2013,12,6
12/22/13,,1825,1825,1,2013,12,7
12/23/13,,3291,3291,1,2013,12,1
12/24/13,,3773,3773,1,2013,12,2
12/25/13,,2239,2239,1,2013,12,3
12/26/13,,2471,2471,1,2013,12,4
12/27/13,,324,324,1,2013,12,5
12/28/13,,5348,5348,2,2013,12,6
12/29/13,,33903,33903,5,2013,12,7
12/30/13,,6993,6993,2,2013,12,1
12/31/13,,2585,2585,1,2013,12,2
1/1/14,,2991,2991,1,2014,1,3
1/2/14,,4482,4482,1,2014,1,4
1/3/14,,767,767,1,2014,1,5
1/4/14,,927,927,1,2014,1,6
1/5/14,,2330,2330,1,2014,1,7
1/6/14,,9754,9754,3,2014,1,1
1/7/14,,6116,6116,2,2014,1,2
1/8/14,,3103,3103,1,2014,1,3
1/9/14,,4389,4389,1,2014,1,4
1/10/14,,5977,5977,2,2014,1,5
1/11/14,,6718,6718,2,2014,1,6
1/12/14,,14444,14444,5,2014,1,7
1/13/14,,12095,12095,4,2014,1,1
1/14/14,,10584,10584,4,2014,1,2
1/15/14,,3761,3761,1,2014,1,3
1/16/14,,5664,5664,2,2014,1,4
1/17/14,,2187,2187,1,2014,1,5
1/18/14,,7499,7499,2,2014,1,6
1/19/14,,7431,7431,2,2014,1,7
1/20/14,,9263,9263,3,2014,1,1
1/21/14,,2114,2114,1,2014,1,2
1/22/14,,3148,3148,1,2014,1,3
1/23/14,,1963,1963,1,2014,1,4
1/24/14,5661,4547,5661,2,2014,1,5
1/25/14,16080,15520,16080,5,2014,1,6
1/26/14,28225,25554,28225,5,2014,1,7
1/27/14,4215,2569,4215,1,2014,1,1
1/28/14,5553,3757,5553,2,2014,1,2
1/29/14,11073,10416,11073,4,2014,1,3
1/30/14,4842,4332,4842,1,2014,1,4
1/31/14,10493,8883,10493,4,2014,1,5
2/1/14,9387,8185,9387,3,2014,2,6
2/2/14,3513,2394,3513,1,2014,2,7
2/3/14,12320,10369,12320,4,2014,2,1
2/4/14,10656,9420,10656,4,2014,2,2
2/5/14,10995,9684,10995,4,2014,2,3
2/6/14,13320,11996,13320,5,2014,2,4
2/7/14,7386,6511,7386,2,2014,2,5
2/8/14,4623,4370,4623,1,2014,2,6
2/9/14,6528,5407,6528,2,2014,2,7
2/10/14,6375,5997,6375,2,2014,2,1
2/11/14,2711,1346,2711,1,2014,2,2
2/12/14,2940,2089,2940,1,2014,2,3
2/13/14,2871,1543,2871,1,2014,2,4
2/14/14,8918,8070,8918,3,2014,2,5
2/15/14,9053,5388,9053,3,2014,2,6
2/16/14,13011,4624,13011,5,2014,2,7
2/17/14,12600,11325,12600,5,2014,2,1
2/18/14,7963,6988,7963,3,2014,2,2
2/19/14,4226,3732,4226,1,2014,2,3
2/20/14,9139,8226,9139,3,2014,2,4
2/21/14,11092,9913,11092,4,2014,2,5
2/22/14,18726,16846,18726,5,2014,2,6
2/23/14,15045,10752,15045,5,2014,2,7
2/24/14,16084,14153,16084,5,2014,2,1
2/25/14,11931,9150,11931,4,2014,2,2
2/26/14,12000,11686,12000,4,2014,2,3
2/27/14,11745,9263,11745,4,2014,2,4
2/28/14,6395,5319,6395,2,2014,2,5
3/1/14,5223,4416,5223,2,2014,3,6
3/2/14,8089,7585,8089,3,2014,3,7
3/3/14,4826,4165,4826,1,2014,3,1
3/4/14,11626,10789,11626,4,2014,3,2
3/5/14,9256,8136,9256,3,2014,3,3
3/6/14,10052,9566,10052,4,2014,3,4
3/7/14,16380,13484,16380,5,2014,3,5
3/8/14,10306,9393,10306,4,2014,3,6
3/9/14,15161,13949,15161,5,2014,3,7
3/10/14,11921,11011,11921,4,2014,3,1
3/11/14,9246,7520,9246,3,2014,3,2
3/12/14,7101,6959,7101,2,2014,3,3
3/13/14,9872,8600,9872,3,2014,3,4
3/14/14,5208,4763,5208,2,2014,3,5
3/15/14,14138,9016,14138,5,2014,3,6
3/16/14,15524,14477,15524,5,2014,3,7
3/17/14,16865,14224,16865,5,2014,3,1
3/18/14,11248,5455,11248,4,2014,3,2
3/19/14,11130,9821,11130,4,2014,3,3
3/20/14,10962,9108,10962,4,2014,3,4
3/21/14,7038,5583,7038,2,2014,3,5
3/22/14,4884,3654,4884,1,2014,3,6
3/23/14,13710,10245,13710,5,2014,3,7
3/24/14,3152,1566,3152,1,2014,3,1
3/25/14,4280,3187,4280,1,2014,3,2
3/26/14,7215,6191,7215,2,2014,3,3
3/27/14,4076,2773,4076,1,2014,3,4
3/28/14,10651,9664,10651,4,2014,3,5
3/29/14,7511,4891,7511,3,2014,3,6
3/30/14,5723,4715,5723,2,2014,3,7
3/31/14,7609,6234,7609,3,2014,3,1
4/1/14,10456,9514,10456,4,2014,4,2
4/2/14,10693,9026,10693,4,2014,4,3
4/3/14,10832,9114,10832,4,2014,4,4
4/4/14,9288,7676,9288,3,2014,4,5
4/5/14,17398,16472,17398,5,2014,4,6
4/6/14,9507,3464,9507,3,2014,4,7
4/7/14,10222,8526,10222,4,2014,4,1
4/8/14,13790,12447,13790,5,2014,4,2
4/9/14,8235,6563,8235,3,2014,4,3
4/10/14,8561,6904,8561,3,2014,4,4
4/11/14,9867,8379,9867,3,2014,4,5
4/12/14,7872,5344,7872,3,2014,4,6
4/13/14,7296,5837,7296,2,2014,4,7
4/14/14,5862,3987,5862,2,2014,4,1
4/15/14,7221,6537,7221,2,2014,4,2
4/16/14,9440,8936,9440,3,2014,4,3
4/17/14,4200,3420,4200,1,2014,4,4
4/18/14,7701,6313,7701,3,2014,4,5
4/19/14,7323,6478,7323,2,2014,4,6
4/20/14,5137,3841,5137,2,2014,4,7
4/21/14,3810,2954,3810,1,2014,4,1
4/22/14,3930,3597,3930,1,2014,4,2
4/23/14,3121,1713,3121,1,2014,4,3
4/24/14,6678,5589,6678,2,2014,4,4
4/25/14,3897,2670,3897,1,2014,4,5
4/26/14,2907,1706,2907,1,2014,4,6
4/27/14,3667,2395,3667,1,2014,4,7
4/28/14,6084,5202,6084,2,2014,4,1
4/29/14,5866,5395,5866,2,2014,4,2
4/30/14,6252,4846,6252,2,2014,4,3
5/1/14,5332,5149,5332,2,2014,5,4
5/2/14,7534,6707,7534,3,2014,5,5
5/3/14,8323,7177,8323,3,2014,5,6
5/4/14,8300,5326,8300,3,2014,5,7
5/5/14,9373,7909,9373,3,2014,5,1
5/6/14,3254,2339,3254,1,2014,5,2
5/7/14,9448,9209,9448,3,2014,5,3
5/8/14,14732,14370,14732,5,2014,5,4
5/9/14,11036,10901,11036,4,2014,5,5
5/10/14,7940,6917,7940,3,2014,5,6
5/11/14,9147,8139,9147,3,2014,5,7
5/12/14,12860,8561,12860,5,2014,5,1
5/13/14,2242,2053,2242,1,2014,5,2
5/14/14,19595,10649,19595,5,2014,5,3
5/15/14,3480,2091,3480,1,2014,5,4
5/16/14,14336,11992,14336,5,2014,5,5
5/17/14,19441,12247,19441,5,2014,5,6
5/18/14,9784,6303,9784,3,2014,5,7
5/19/14,20026,18028,20026,5,2014,5,1
5/20/14,11950,10796,11950,4,2014,5,2
5/21/14,3258,2172,3258,1,2014,5,3
5/22/14,13062,11362,13062,5,2014,5,4
5/23/14,6843,4921,6843,2,2014,5,5
5/24/14,1760,3403,1760,1,2014,5,6
5/25/14,20711,17380,20711,5,2014,5,7
5/26/14,6780,5201,6780,2,2014,5,1
5/27/14,10888,9592,10888,4,2014,5,2
5/28/14,15478,14145,15478,5,2014,5,3
5/29/14,5581,5182,5581,2,2014,5,4
5/30/14,6657,5808,6657,2,2014,5,5
5/31/14,11521,9757,11521,4,2014,5,6
6/1/14,12582,10395,12582,5,2014,6,7
6/2/14,14944,14894,14944,5,2014,6,1
6/3/14,4694,3738,4694,1,2014,6,2
6/4/14,8088,6723,8088,3,2014,6,3
6/5/14,8584,8134,8584,3,2014,6,4
6/6/14,2990,2078,2990,1,2014,6,5
6/7/14,10942,10047,10942,4,2014,6,6
6/8/14,15501,13709,15501,5,2014,6,7
6/9/14,8294,7391,8294,3,2014,6,1
6/10/14,4453,3372,4453,1,2014,6,2
6/11/14,6837,6018,6837,2,2014,6,3
6/12/14,4630,3632,4630,1,2014,6,4
6/13/14,4451,3972,4451,1,2014,6,5
6/14/14,15023,11579,15023,5,2014,6,6
6/15/14,6840,5028,6840,2,2014,6,7
6/16/14,6198,5896,6198,2,2014,6,1
6/17/14,13644,11744,13644,5,2014,6,2
6/18/14,4904,4408,4904,1,2014,6,3
6/19/14,10504,8990,10504,4,2014,6,4
6/20/14,10867,10498,10867,4,2014,6,5
6/21/14,13785,13446,13785,5,2014,6,6
6/22/14,13459,11969,13459,5,2014,6,7
6/23/14,14475,12684,14475,5,2014,6,1
6/24/14,10481,9367,10481,4,2014,6,2
6/25/14,12151,11030,12151,4,2014,6,3
6/26/14,14108,12775,14108,5,2014,6,4
6/27/14,12549,11522,12549,5,2014,6,5
6/28/14,10032,8487,10032,4,2014,6,6
6/29/14,13444,10883,13444,5,2014,6,7
6/30/14,13554,11931,13554,5,2014,6,1
7/1/14,17750,15339,17750,5,2014,7,2
7/2/14,11038,10824,11038,4,2014,7,3
7/3/14,6740,5816,6740,2,2014,7,4
7/4/14,4963,3138,4963,1,2014,7,5
7/5/14,18525,10470,18525,5,2014,7,6
7/6/14,6807,6696,6807,2,2014,7,7
7/7/14,5471,3285,5471,2,2014,7,1
7/8/14,5131,4268,5131,2,2014,7,2
7/9/14,10158,8867,10158,4,2014,7,3
7/10/14,6857,5604,6857,2,2014,7,4
7/11/14,12560,11407,12560,5,2014,7,5
7/12/14,4230,3729,4230,1,2014,7,6
7/13/14,7076,2689,7076,2,2014,7,7
7/14/14,11592,9198,11592,4,2014,7,1
7/15/14,6825,6021,6825,2,2014,7,2
7/16/14,10128,9116,10128,4,2014,7,3
7/17/14,7357,6102,7357,2,2014,7,4
7/18/14,13466,12560,13466,5,2014,7,5
7/19/14,14089,12643,14089,5,2014,7,6
7/20/14,20651,18175,20651,5,2014,7,7
7/21/14,15034,13130,15034,5,2014,7,1
7/22/14,14244,13065,14244,5,2014,7,2
7/23/14,14809,12837,14809,5,2014,7,3
7/24/14,15008,13441,15008,5,2014,7,4
7/25/14,19770,18023,19770,5,2014,7,5
7/26/14,10040,8947,10040,4,2014,7,6
7/27/14,24068,21645,24068,5,2014,7,7
7/28/14,4205,3081,4205,1,2014,7,1
7/29/14,6796,6103,6796,2,2014,7,2
7/30/14,15642,13928,15642,5,2014,7,3
7/31/14,10126,8484,10126,4,2014,7,4
8/1/14,12623,6226,12623,5,2014,8,5
8/2/14,11717,9508,11717,4,2014,8,6
8/3/14,4919,4054,4919,1,2014,8,7
